,nome,estado
2470859,Jair Bolsonaro,PA
4805411,Lula,PA
1609138,Lula,PA
4338730,Jair Bolsonaro,PA
3534654,Lula,PA
1009580,Lula,PA
767677,Jair Bolsonaro,PA
5101482,Lula,PA
4821997,Jair Bolsonaro,PA
1658389,Lula,PA
2838542,Lula,PA
3534618,Lula,PA
3170829,Jair Bolsonaro,PA
2397056,Lula,PA
698643,Lula,PA
2295372,Lula,PA
442960,Lula,PA
5010691,Lula,PA
447878,Lula,PA
2079355,Nulo,PA
4971388,Jair Bolsonaro,PA
4109635,Lula,PA
2627915,Lula,PA
3959557,Lula,PA
861909,Lula,PA
1516548,Lula,PA
2384565,Lula,PA
3620009,Lula,PA
3098475,Lula,PA
479354,Jair Bolsonaro,PA
4078368,Lula,PA
3035156,Jair Bolsonaro,PA
1976993,Lula,PA
3285015,Lula,PA
3361662,Lula,PA
3329812,Lula,PA
2107727,Lula,PA
1243932,Lula,PA
1681860,Lula,PA
4976716,Jair Bolsonaro,PA
3119102,Jair Bolsonaro,PA
4594785,Lula,PA
925532,Jair Bolsonaro,PA
1691832,Lula,PA
3333870,Lula,PA
3323326,Jair Bolsonaro,PA
3916373,Lula,PA
2367834,Lula,PA
1883145,Lula,PA
2817621,Lula,PA
3288488,Lula,PA
4637466,Jair Bolsonaro,PA
1269262,Lula,PA
515690,Jair Bolsonaro,PA
1362383,Lula,PA
877553,Jair Bolsonaro,PA
1199985,Jair Bolsonaro,PA
3416314,Lula,PA
2125710,Jair Bolsonaro,PA
2718936,Lula,PA
874410,Lula,PA
1329657,Jair Bolsonaro,PA
2759279,Jair Bolsonaro,PA
3342803,Lula,PA
3482226,Lula,PA
1203464,Jair Bolsonaro,PA
2091396,Lula,PA
3306354,Jair Bolsonaro,PA
4705107,Lula,PA
3541470,Jair Bolsonaro,PA
2154720,Jair Bolsonaro,PA
3445549,Lula,PA
1034982,Lula,PA
3331890,Lula,PA
3562565,Lula,PA
2766921,Lula,PA
3250671,Jair Bolsonaro,PA
2755564,Lula,PA
1867707,Lula,PA
959864,Lula,PA
594808,Jair Bolsonaro,PA
2102764,Jair Bolsonaro,PA
923900,Lula,PA
1510203,Lula,PA
1877022,Jair Bolsonaro,PA
2434455,Jair Bolsonaro,PA
3868919,Lula,PA
4597588,Jair Bolsonaro,PA
3736499,Jair Bolsonaro,PA
1518132,Lula,PA
4063120,Lula,PA
1914081,Lula,PA
2397461,Lula,PA
3972072,Lula,PA
4278548,Jair Bolsonaro,PA
2994262,Lula,PA
3722866,Lula,PA
4682723,Lula,PA
4230855,Lula,PA
2311590,Jair Bolsonaro,PA
4968901,Lula,PA
3229710,Lula,PA
1128626,Lula,PA
3743347,Jair Bolsonaro,PA
2043204,Lula,PA
3914204,Lula,PA
1696996,Lula,PA
2872654,Branco,PA
745901,Lula,PA
1608388,Jair Bolsonaro,PA
1087007,Jair Bolsonaro,PA
897247,Jair Bolsonaro,PA
2483488,Lula,PA
2560664,Jair Bolsonaro,PA
1436089,Lula,PA
1461498,Lula,PA
767223,Lula,PA
3281541,Jair Bolsonaro,PA
819015,Jair Bolsonaro,PA
1280747,Lula,PA
4457234,Lula,PA
4092968,Jair Bolsonaro,PA
1185375,Lula,PA
801119,Nulo,PA
4569270,Lula,PA
3014729,Jair Bolsonaro,PA
3753208,Lula,PA
1883782,Lula,PA
1471968,Jair Bolsonaro,PA
2485526,Jair Bolsonaro,PA
2067207,Lula,PA
3416704,Jair Bolsonaro,PA
1043430,Lula,PA
2368590,Lula,PA
2887649,Lula,PA
3179538,Nulo,PA
5043747,Jair Bolsonaro,PA
4644357,Jair Bolsonaro,PA
3898317,Lula,PA
4312682,Jair Bolsonaro,PA
4291723,Lula,PA
4897724,Jair Bolsonaro,PA
2295210,Lula,PA
1570958,Jair Bolsonaro,PA
2116501,Lula,PA
2402019,Jair Bolsonaro,PA
2065908,Lula,PA
4550712,Lula,PA
3792062,Jair Bolsonaro,PA
4332098,Lula,PA
3236130,Lula,PA
4257754,Lula,PA
4874641,Jair Bolsonaro,PA
4327501,Jair Bolsonaro,PA
3104545,Jair Bolsonaro,PA
3368062,Lula,PA
3997795,Lula,PA
4266296,Lula,PA
1762247,Lula,PA
2250712,Lula,PA
2905519,Lula,PA
4707676,Lula,PA
696419,Lula,PA
2187730,Lula,PA
4426903,Lula,PA
548494,Jair Bolsonaro,PA
4161787,Jair Bolsonaro,PA
2354266,Lula,PA
947076,Lula,PA
5052678,Jair Bolsonaro,PA
3869535,Lula,PA
613778,Jair Bolsonaro,PA
2669780,Jair Bolsonaro,PA
3377702,Jair Bolsonaro,PA
4251746,Lula,PA
3431614,Branco,PA
4506312,Jair Bolsonaro,PA
4864375,Jair Bolsonaro,PA
3530785,Branco,PA
2548548,Lula,PA
1097483,Lula,PA
1846553,Lula,PA
1158135,Jair Bolsonaro,PA
2509430,Jair Bolsonaro,PA
5030416,Lula,PA
2534805,Jair Bolsonaro,PA
1539953,Lula,PA
3461142,Jair Bolsonaro,PA
2483590,Jair Bolsonaro,PA
3567330,Lula,PA
4976622,Jair Bolsonaro,PA
497064,Jair Bolsonaro,PA
4452936,Jair Bolsonaro,PA
3022691,Lula,PA
713138,Lula,PA
4309170,Lula,PA
1132295,Jair Bolsonaro,PA
2876198,Jair Bolsonaro,PA
2353554,Lula,PA
680331,Lula,PA
2522606,Jair Bolsonaro,PA
592701,Lula,PA
1131676,Lula,PA
