,nome,estado
1153302,Jair Bolsonaro,AM
673846,Lula,AM
986365,Lula,AM
759580,Lula,AM
1227112,Nulo,AM
1189300,Lula,AM
1660559,Jair Bolsonaro,AM
1746991,Jair Bolsonaro,AM
448658,Lula,AM
371589,Jair Bolsonaro,AM
1341718,Lula,AM
2334678,Lula,AM
33451,Lula,AM
932033,Jair Bolsonaro,AM
655203,Lula,AM
1090034,Jair Bolsonaro,AM
2032731,Jair Bolsonaro,AM
877132,Lula,AM
1793648,Jair Bolsonaro,AM
1052356,Lula,AM
1772915,Jair Bolsonaro,AM
2188,Lula,AM
1582074,Branco,AM
1844989,Jair Bolsonaro,AM
958977,Lula,AM
2233883,Lula,AM
136586,Jair Bolsonaro,AM
2227842,Lula,AM
199196,Jair Bolsonaro,AM
1645787,Jair Bolsonaro,AM
1470328,Lula,AM
2007030,Jair Bolsonaro,AM
1651327,Lula,AM
2284796,Lula,AM
1759441,Jair Bolsonaro,AM
949044,Lula,AM
102116,Lula,AM
1975256,Jair Bolsonaro,AM
168069,Jair Bolsonaro,AM
1162703,Lula,AM
1715108,Jair Bolsonaro,AM
1013059,Jair Bolsonaro,AM
2139507,Lula,AM
564128,Lula,AM
1421891,Jair Bolsonaro,AM
2022755,Jair Bolsonaro,AM
1797808,Jair Bolsonaro,AM
1869089,Lula,AM
1816811,Lula,AM
19227,Lula,AM
375566,Jair Bolsonaro,AM
1909257,Lula,AM
1475961,Jair Bolsonaro,AM
1923049,Lula,AM
444238,Jair Bolsonaro,AM
2163888,Lula,AM
2129432,Lula,AM
484028,Jair Bolsonaro,AM
2333807,Lula,AM
990987,Lula,AM
26725,Lula,AM
407868,Jair Bolsonaro,AM
2186259,Lula,AM
1593609,Lula,AM
198868,Jair Bolsonaro,AM
2100058,Lula,AM
2334042,Lula,AM
540884,Jair Bolsonaro,AM
558054,Jair Bolsonaro,AM
2149300,Lula,AM
565472,Jair Bolsonaro,AM
2084838,Jair Bolsonaro,AM
1754753,Jair Bolsonaro,AM
407543,Jair Bolsonaro,AM
2278044,Lula,AM
1416791,Lula,AM
753264,Jair Bolsonaro,AM
2350716,Lula,AM
48348,Lula,AM
296521,Jair Bolsonaro,AM
1641376,Lula,AM
182069,Jair Bolsonaro,AM
427526,Lula,AM
2308658,Lula,AM
1478536,Jair Bolsonaro,AM
2143704,Lula,AM
