,nome,estado
1257482,Marcia Bittar,AC
346131,Dra. Vanda Milani,AC
614872,Alan Rick,AC
449576,Alan Rick,AC
574869,Marcia Bittar,AC
1310486,Dr. Jenilson Leite,AC
1028645,Alan Rick,AC
841254,Dra. Vanda Milani,AC
9234,Dr. Jenilson Leite,AC
1208742,Dra. Vanda Milani,AC
2695,Ney Amorim,AC
556313,Nazaré Araújo,AC
757352,Alan Rick,AC
652081,Ney Amorim,AC
355798,Alan Rick,AC
730149,Branco,AC
1186960,Alan Rick,AC
1075768,Alan Rick,AC
880674,Dra. Vanda Milani,AC
875183,Alan Rick,AC
356613,Dra. Vanda Milani,AC
1012778,Nazaré Araújo,AC
854959,Dr. Jenilson Leite,AC
823039,Alan Rick,AC
732745,Ney Amorim,AC
507112,Alan Rick,AC
74146,Nulo,AC
1207895,Alan Rick,AC
1120731,Nulo,AC
303171,Ney Amorim,AC
769231,Alan Rick,AC
163531,Dra. Vanda Milani,AC
482522,Marcia Bittar,AC
780835,Dr. Jenilson Leite,AC
543465,Alan Rick,AC
1208859,Nazaré Araújo,AC
276669,Alan Rick,AC
1156195,Nulo,AC
309258,Alan Rick,AC
84985,Branco,AC
1023427,Dr. Jenilson Leite,AC
1171969,Nazaré Araújo,AC
773045,Alan Rick,AC
1044579,Alan Rick,AC
949871,Alan Rick,AC
1073005,Nulo,AC
228634,Ney Amorim,AC
829173,Marcia Bittar,AC
476038,Alan Rick,AC
643633,Nazaré Araújo,AC
354276,Nazaré Araújo,AC
908719,Branco,AC
174791,Marcia Bittar,AC
457511,Alan Rick,AC
1042786,Marcia Bittar,AC
641032,Ney Amorim,AC
500311,Alan Rick,AC
525587,Alan Rick,AC
180133,Dra. Vanda Milani,AC
45924,Alan Rick,AC
271007,Alan Rick,AC
953293,Dra. Vanda Milani,AC
333742,Alan Rick,AC
570258,Dra. Vanda Milani,AC
110853,Ney Amorim,AC
615169,Ney Amorim,AC
697262,Alan Rick,AC
151337,Dr. Jenilson Leite,AC
103366,Alan Rick,AC
269393,Ney Amorim,AC
27650,Nazaré Araújo,AC
345066,Dra. Vanda Milani,AC
874927,Nulo,AC
1303419,Ney Amorim,AC
1240681,Ney Amorim,AC
246321,Branco,AC
960913,Ney Amorim,AC
173758,Alan Rick,AC
132456,Dr. Jenilson Leite,AC
1130422,Dr. Jenilson Leite,AC
493673,Alan Rick,AC
156999,Nazaré Araújo,AC
1002940,Dr. Jenilson Leite,AC
14582,Dr. Jenilson Leite,AC
972790,Nazaré Araújo,AC
647081,Ney Amorim,AC
457294,Alan Rick,AC
1151175,Ney Amorim,AC
1186197,Dr. Jenilson Leite,AC
131037,Dra. Vanda Milani,AC
1130899,Marcia Bittar,AC
360102,Alan Rick,AC
364742,Nazaré Araújo,AC
477451,Dra. Vanda Milani,AC
1239467,Nulo,AC
468199,Alan Rick,AC
1027886,Alan Rick,AC
1365524,Marcia Bittar,AC
26226,Ney Amorim,AC
890317,Branco,AC
1047137,Dra. Vanda Milani,AC
728483,Nazaré Araújo,AC
1008689,Nazaré Araújo,AC
218480,Branco,AC
1056483,Alan Rick,AC
478699,Dra. Vanda Milani,AC
38509,Ney Amorim,AC
1186867,Alan Rick,AC
1111644,Dra. Vanda Milani,AC
1093224,Nazaré Araújo,AC
1158525,Alan Rick,AC
324532,Alan Rick,AC
141624,Alan Rick,AC
408186,Alan Rick,AC
909958,Alan Rick,AC
59013,Alan Rick,AC
197735,Marcia Bittar,AC
909218,Dr. Jenilson Leite,AC
1353671,Marcia Bittar,AC
1342586,Alan Rick,AC
1355515,Dra. Vanda Milani,AC
28975,Ney Amorim,AC
919819,Dr. Jenilson Leite,AC
1237358,Alan Rick,AC
299259,Ney Amorim,AC
895154,Dr. Jenilson Leite,AC
98610,Dra. Vanda Milani,AC
1229016,Alan Rick,AC
178561,Alan Rick,AC
286536,Ney Amorim,AC
476169,Alan Rick,AC
918705,Alan Rick,AC
154043,Dr. Jenilson Leite,AC
1314923,Ney Amorim,AC
538324,Nazaré Araújo,AC
634077,Alan Rick,AC
470159,Sanderson Moura,AC
900980,Dra. Vanda Milani,AC
865888,Nazaré Araújo,AC
1321981,Ney Amorim,AC
420983,Marcia Bittar,AC
1101616,Nazaré Araújo,AC
1275290,Marcia Bittar,AC
1067492,Alan Rick,AC
176419,Alan Rick,AC
795302,Ney Amorim,AC
712999,Dr. Jenilson Leite,AC
168259,Ney Amorim,AC
109203,Alan Rick,AC
441820,Ney Amorim,AC
42195,Ney Amorim,AC
1033068,Dr. Jenilson Leite,AC
648949,Nazaré Araújo,AC
560062,Nulo,AC
447514,Alan Rick,AC
793810,Alan Rick,AC
1262847,Ney Amorim,AC
433436,Ney Amorim,AC
344971,Alan Rick,AC
207155,Dr. Jenilson Leite,AC
11263,Nazaré Araújo,AC
671066,Dr. Jenilson Leite,AC
235543,Alan Rick,AC
629974,Dra. Vanda Milani,AC
1104767,Marcia Bittar,AC
7810,Nazaré Araújo,AC
387117,Dr. Jenilson Leite,AC
126754,Alan Rick,AC
559856,Nazaré Araújo,AC
1216580,Ney Amorim,AC
89921,Alan Rick,AC
1272509,Dra. Vanda Milani,AC
885175,Alan Rick,AC
1311655,Nulo,AC
707740,Nazaré Araújo,AC
997199,Ney Amorim,AC
1058615,Nulo,AC
513098,Branco,AC
145832,Dr. Jenilson Leite,AC
1047676,Alan Rick,AC
855583,Dr. Jenilson Leite,AC
422263,Alan Rick,AC
928709,Dr. Jenilson Leite,AC
987556,Dr. Jenilson Leite,AC
435371,Ney Amorim,AC
821921,Branco,AC
86858,Marcia Bittar,AC
131673,Nazaré Araújo,AC
902544,Alan Rick,AC
1011897,Dr. Jenilson Leite,AC
478468,Alan Rick,AC
697389,Dr. Jenilson Leite,AC
784459,Alan Rick,AC
460749,Nulo,AC
234641,Nazaré Araújo,AC
103730,Ney Amorim,AC
153307,Ney Amorim,AC
1350680,Dr. Jenilson Leite,AC
889757,Dr. Jenilson Leite,AC
785522,Ney Amorim,AC
6698,Dr. Jenilson Leite,AC
983675,Alan Rick,AC
682242,Nazaré Araújo,AC
1131504,Nazaré Araújo,AC
1234093,Dra. Vanda Milani,AC
704660,Ney Amorim,AC
1377755,Alan Rick,AC
512618,Marcia Bittar,AC
1143627,Dra. Vanda Milani,AC
54515,Nulo,AC
202193,Branco,AC
646585,Alan Rick,AC
1029847,Dra. Vanda Milani,AC
288463,Alan Rick,AC
994309,Alan Rick,AC
538668,Alan Rick,AC
23994,Dr. Jenilson Leite,AC
724062,Dr. Jenilson Leite,AC
881284,Marcia Bittar,AC
586618,Ney Amorim,AC
228341,Alan Rick,AC
882803,Ney Amorim,AC
1321585,Nulo,AC
999768,Dr. Jenilson Leite,AC
288755,Dr. Jenilson Leite,AC
1326741,Ney Amorim,AC
558625,Marcia Bittar,AC
938027,Alan Rick,AC
129219,Alan Rick,AC
385784,Alan Rick,AC
1046567,Ney Amorim,AC
888045,Dr. Jenilson Leite,AC
310277,Alan Rick,AC
266187,Alan Rick,AC
694054,Dra. Vanda Milani,AC
1288497,Nazaré Araújo,AC
127193,Dr. Jenilson Leite,AC
439369,Ney Amorim,AC
1080968,Ney Amorim,AC
96993,Ney Amorim,AC
738310,Ney Amorim,AC
1131508,Dr. Jenilson Leite,AC
541268,Nazaré Araújo,AC
1187368,Alan Rick,AC
184082,Dr. Jenilson Leite,AC
521195,Alan Rick,AC
1290220,Nazaré Araújo,AC
375069,Branco,AC
1372194,Dr. Jenilson Leite,AC
191599,Alan Rick,AC
782162,Alan Rick,AC
858740,Nazaré Araújo,AC
659374,Ney Amorim,AC
637234,Marcia Bittar,AC
246893,Alan Rick,AC
1009344,Nulo,AC
419179,Alan Rick,AC
1175909,Nazaré Araújo,AC
614479,Nazaré Araújo,AC
1064005,Ney Amorim,AC
417724,Dr. Jenilson Leite,AC
139130,Nazaré Araújo,AC
630072,Marcia Bittar,AC
1288876,Alan Rick,AC
1358236,Dra. Vanda Milani,AC
180340,Alan Rick,AC
783929,Alan Rick,AC
707619,Alan Rick,AC
870949,Ney Amorim,AC
824988,Nazaré Araújo,AC
696324,Ney Amorim,AC
778676,Nazaré Araújo,AC
529780,Nazaré Araújo,AC
347358,Dr. Jenilson Leite,AC
980883,Marcia Bittar,AC
1115684,Nazaré Araújo,AC
1067241,Dr. Jenilson Leite,AC
1158377,Alan Rick,AC
1267984,Dra. Vanda Milani,AC
248414,Marcia Bittar,AC
282274,Nazaré Araújo,AC
1373994,Branco,AC
85118,Sanderson Moura,AC
1320976,Dr. Jenilson Leite,AC
990656,Dr. Jenilson Leite,AC
1185652,Nazaré Araújo,AC
1172449,Dra. Vanda Milani,AC
1206025,Dr. Jenilson Leite,AC
929385,Alan Rick,AC
1205006,Marcia Bittar,AC
429625,Nulo,AC
1010819,Alan Rick,AC
702162,Branco,AC
1195032,Alan Rick,AC
1201239,Alan Rick,AC
944199,Nazaré Araújo,AC
546288,Marcia Bittar,AC
773861,Alan Rick,AC
17559,Dr. Jenilson Leite,AC
1329316,Dr. Jenilson Leite,AC
1358387,Dra. Vanda Milani,AC
400378,Ney Amorim,AC
149025,Branco,AC
8198,Alan Rick,AC
297653,Alan Rick,AC
1033012,Nazaré Araújo,AC
1192798,Alan Rick,AC
364496,Ney Amorim,AC
496792,Alan Rick,AC
1234481,Dr. Jenilson Leite,AC
161732,Alan Rick,AC
984692,Alan Rick,AC
874629,Ney Amorim,AC
542213,Branco,AC
878960,Alan Rick,AC
1091237,Alan Rick,AC
154671,Alan Rick,AC
772561,Marcia Bittar,AC
226947,Alan Rick,AC
162166,Ney Amorim,AC
479428,Dr. Jenilson Leite,AC
879096,Ney Amorim,AC
167848,Alan Rick,AC
1215380,Nulo,AC
777380,Dr. Jenilson Leite,AC
169902,Dr. Jenilson Leite,AC
917903,Alan Rick,AC
1287550,Alan Rick,AC
1258003,Dr. Jenilson Leite,AC
276814,Ney Amorim,AC
93833,Nulo,AC
326627,Dr. Jenilson Leite,AC
247405,Alan Rick,AC
1298939,Nazaré Araújo,AC
1260492,Alan Rick,AC
962753,Dr. Jenilson Leite,AC
1317886,Ney Amorim,AC
540530,Ney Amorim,AC
393653,Dr. Jenilson Leite,AC
170489,Marcia Bittar,AC
1159246,Alan Rick,AC
22199,Nazaré Araújo,AC
324183,Alan Rick,AC
1141160,Ney Amorim,AC
69875,Dr. Jenilson Leite,AC
268762,Dr. Jenilson Leite,AC
680360,Dr. Jenilson Leite,AC
684312,Alan Rick,AC
1022865,Marcia Bittar,AC
499030,Alan Rick,AC
1278964,Dra. Vanda Milani,AC
1320383,Alan Rick,AC
506061,Ney Amorim,AC
717385,Dra. Vanda Milani,AC
1087698,Nazaré Araújo,AC
734986,Ney Amorim,AC
854150,Nulo,AC
409073,Marcia Bittar,AC
126014,Alan Rick,AC
953183,Alan Rick,AC
1373512,Marcia Bittar,AC
633726,Dr. Jenilson Leite,AC
79943,Alan Rick,AC
836680,Marcia Bittar,AC
486428,Dr. Jenilson Leite,AC
680562,Dr. Jenilson Leite,AC
156415,Alan Rick,AC
1368134,Ney Amorim,AC
436278,Alan Rick,AC
834344,Nulo,AC
1041915,Nazaré Araújo,AC
994450,Alan Rick,AC
